prashant,3
prashant,9
hkbh,3
jjj,1
jjj,2
jjj,0
ppsd,1
ad,1
ad,2
sdvawf,1
sdvawf,26
sdvawf,12
hccy,15
hccy,0
hccy,100
hccy,13
rerg,66
rerg,54
prashant,18
jgj,1
trst,1
g,27
vgrg,1
vgrg,15
hgcyt,32
hgcyt,0
hgcyt,0
hgcyt,3
hgcyt,9
bvfd,81
bvfd,56
awgwg,16
awgwg,34
ytdyj\,7
wgwrg,9
teheth,1
prajwol,81
prajwol,57
prajwol,21
prasg,16
prasg,3
prasg,2
sfs,14
sfs,32
wrgeg\,0
wrgeg\,0
ytdy,0
gcg,0
wddfgedg,1
hc,1
trst,0
trst,1
egg,0
dv,0
sdv,0
vfd,1
vfd,2
dbfeb,0
dzffb,6
dzffb,12
wggg,0
